,Age,Gender,PC+TV on weekdays,PC+TV on weekends,ScreenTime,Screen_time_exposure,Exercise
8790,19.0,Female,1.0,7.0,2.7142857142857144,High,3.0
8791,37.0,Female,3.0,10.0,5.0,High,3.0
8792,41.0,Male,2.0,3.0,2.2857142857142856,Low,2.0
8793,42.0,Female,4.0,10.0,5.7142857142857135,High,3.0
8794,63.0,Female,4.0,4.0,4.0,High,1.0
8795,62.0,Female,4.0,5.0,4.285714285714286,High,1.0
8796,15.0,Female,2.0,10.0,4.285714285714286,High,3.0
8797,12.0,Male,4.0,2.0,3.428571428571429,High,1.0
8798,59.0,Female,3.0,7.0,4.142857142857142,High,1.0
8799,55.0,Female,2.0,7.0,3.428571428571429,High,3.0
8800,58.0,Female,2.0,10.0,4.285714285714286,High,3.0
8801,51.0,Male,4.0,10.0,5.7142857142857135,High,3.0
8802,12.0,Male,2.0,2.0,2.0,Low,2.0
8803,41.0,Male,4.0,10.0,5.7142857142857135,High,1.0
8804,26.0,Female,2.0,3.0,2.2857142857142856,Low,2.0
8805,57.0,Male,2.0,9.0,4.0,High,1.0
8806,12.0,Female,3.0,6.0,3.8571428571428568,High,1.0
8807,56.0,Female,4.0,8.0,5.142857142857142,High,1.0
8808,8.0,Female,1.0,7.0,2.7142857142857144,High,2.0
8809,64.0,Male,4.0,3.0,3.7142857142857144,High,1.0
8810,57.0,Female,4.0,9.0,5.428571428571429,High,3.0
8811,43.0,Female,4.0,2.0,3.428571428571429,High,3.0
8812,53.0,Female,3.0,7.0,4.142857142857142,High,1.0
8813,30.0,Female,4.0,6.0,4.571428571428571,High,3.0
8814,31.0,Female,1.0,8.0,3.0,High,2.0
8815,56.0,Male,4.0,5.0,4.285714285714286,High,1.0
8816,41.0,Female,2.0,4.0,2.571428571428571,High,3.0
8817,33.0,Female,3.0,6.0,3.8571428571428568,High,2.0
8818,62.0,Female,1.0,2.0,1.2857142857142856,Low,1.0
8819,7.0,Female,2.0,6.0,3.142857142857143,High,3.0
8820,43.0,Male,2.0,4.0,2.571428571428571,High,1.0
8821,26.0,Male,3.0,10.0,5.0,High,2.0
8822,41.0,Male,2.0,10.0,4.285714285714286,High,2.0
8823,48.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
8824,69.0,Male,1.0,5.0,2.142857142857143,Low,2.0
8825,61.0,Female,2.0,5.0,2.8571428571428568,High,2.0
8826,60.0,Male,3.0,8.0,4.428571428571429,High,3.0
8827,31.0,Male,4.0,4.0,4.0,High,3.0
8828,59.0,Female,3.0,2.0,2.7142857142857144,High,2.0
8829,6.0,Male,1.0,5.0,2.142857142857143,Low,1.0
8830,50.0,Male,4.0,5.0,4.285714285714286,High,2.0
8831,43.0,Female,3.0,6.0,3.8571428571428568,High,2.0
8832,40.0,Male,2.0,7.0,3.428571428571429,High,3.0
8833,41.0,Female,1.0,2.0,1.2857142857142856,Low,3.0
8834,57.0,Male,1.0,7.0,2.7142857142857144,High,1.0
8835,38.0,Male,1.0,6.0,2.4285714285714284,Low,1.0
8836,17.0,Male,2.0,4.0,2.571428571428571,High,3.0
8837,63.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
8838,66.0,Male,2.0,3.0,2.2857142857142856,Low,3.0
8839,30.0,Male,1.0,7.0,2.7142857142857144,High,2.0
8840,8.0,Female,2.0,8.0,3.7142857142857144,High,2.0
8841,25.0,Female,3.0,2.0,2.7142857142857144,High,1.0
8842,28.0,Female,4.0,6.0,4.571428571428571,High,1.0
8843,57.0,Male,4.0,8.0,5.142857142857142,High,1.0
8844,44.0,Female,3.0,10.0,5.0,High,3.0
8845,6.0,Male,4.0,4.0,4.0,High,3.0
8846,21.0,Female,1.0,2.0,1.2857142857142856,Low,2.0
8847,60.0,Male,2.0,2.0,2.0,Low,1.0
8848,23.0,Male,2.0,9.0,4.0,High,1.0
8849,9.0,Female,1.0,7.0,2.7142857142857144,High,3.0
8850,58.0,Female,1.0,5.0,2.142857142857143,Low,2.0
8851,38.0,Male,3.0,10.0,5.0,High,2.0
8852,23.0,Female,3.0,10.0,5.0,High,2.0
8853,10.0,Female,3.0,2.0,2.7142857142857144,High,1.0
8854,11.0,Female,2.0,5.0,2.8571428571428568,High,3.0
8855,13.0,Female,4.0,4.0,4.0,High,3.0
8856,41.0,Female,2.0,9.0,4.0,High,2.0
8857,34.0,Male,4.0,2.0,3.428571428571429,High,3.0
8858,28.0,Female,2.0,7.0,3.428571428571429,High,3.0
8859,57.0,Male,1.0,8.0,3.0,High,1.0
8860,33.0,Female,4.0,2.0,3.428571428571429,High,3.0
8861,35.0,Female,1.0,4.0,1.8571428571428572,Low,2.0
8862,8.0,Male,3.0,9.0,4.7142857142857135,High,3.0
8863,65.0,Male,4.0,3.0,3.7142857142857144,High,2.0
8864,23.0,Female,2.0,10.0,4.285714285714286,High,3.0
8865,32.0,Male,2.0,8.0,3.7142857142857144,High,1.0
8866,39.0,Male,4.0,5.0,4.285714285714286,High,1.0
8867,58.0,Female,3.0,9.0,4.7142857142857135,High,1.0
8868,55.0,Male,4.0,8.0,5.142857142857142,High,1.0
8869,23.0,Male,1.0,5.0,2.142857142857143,Low,3.0
8870,68.0,Female,1.0,5.0,2.142857142857143,Low,3.0
8871,30.0,Female,2.0,9.0,4.0,High,2.0
8872,21.0,Male,1.0,9.0,3.2857142857142856,High,3.0
8873,63.0,Female,4.0,10.0,5.7142857142857135,High,1.0
8874,8.0,Female,1.0,10.0,3.571428571428571,High,3.0
8875,39.0,Female,2.0,8.0,3.7142857142857144,High,1.0
8876,40.0,Female,1.0,6.0,2.4285714285714284,Low,3.0
8877,27.0,Female,2.0,7.0,3.428571428571429,High,1.0
8878,68.0,Female,3.0,8.0,4.428571428571429,High,3.0
8879,14.0,Male,4.0,7.0,4.857142857142858,High,3.0
8880,42.0,Female,4.0,6.0,4.571428571428571,High,1.0
8881,6.0,Female,2.0,10.0,4.285714285714286,High,3.0
8882,13.0,Male,2.0,6.0,3.142857142857143,High,2.0
8883,14.0,Male,4.0,9.0,5.428571428571429,High,3.0
8884,61.0,Male,3.0,4.0,3.2857142857142856,High,3.0
8885,58.0,Male,3.0,5.0,3.571428571428571,High,2.0
8886,65.0,Male,1.0,3.0,1.5714285714285714,Low,2.0
8887,68.0,Male,3.0,3.0,3.0,High,2.0
8888,8.0,Male,2.0,9.0,4.0,High,2.0
8889,21.0,Female,2.0,6.0,3.142857142857143,High,3.0
8890,69.0,Female,4.0,4.0,4.0,High,3.0
8891,36.0,Female,3.0,9.0,4.7142857142857135,High,3.0
8892,55.0,Female,1.0,9.0,3.2857142857142856,High,1.0
8893,26.0,Female,3.0,4.0,3.2857142857142856,High,1.0
8894,56.0,Female,3.0,3.0,3.0,High,3.0
8895,67.0,Female,4.0,8.0,5.142857142857142,High,1.0
8896,60.0,Male,4.0,10.0,5.7142857142857135,High,1.0
8897,66.0,Female,4.0,10.0,5.7142857142857135,High,1.0
8898,6.0,Female,2.0,6.0,3.142857142857143,High,3.0
8899,18.0,Female,4.0,5.0,4.285714285714286,High,3.0
8900,61.0,Female,4.0,2.0,3.428571428571429,High,1.0
8901,23.0,Female,1.0,9.0,3.2857142857142856,High,3.0
8902,66.0,Male,4.0,5.0,4.285714285714286,High,3.0
8903,46.0,Female,1.0,2.0,1.2857142857142856,Low,2.0
8904,11.0,Male,2.0,10.0,4.285714285714286,High,3.0
8905,33.0,Male,4.0,3.0,3.7142857142857144,High,3.0
8906,45.0,Female,2.0,5.0,2.8571428571428568,High,2.0
8907,64.0,Female,3.0,10.0,5.0,High,3.0
8908,15.0,Female,1.0,3.0,1.5714285714285714,Low,1.0
8909,48.0,Female,4.0,8.0,5.142857142857142,High,2.0
8910,26.0,Male,4.0,9.0,5.428571428571429,High,1.0
8911,35.0,Female,1.0,10.0,3.571428571428571,High,1.0
8912,59.0,Male,2.0,5.0,2.8571428571428568,High,2.0
8913,65.0,Female,2.0,10.0,4.285714285714286,High,2.0
8914,66.0,Female,2.0,3.0,2.2857142857142856,Low,1.0
8915,38.0,Male,2.0,6.0,3.142857142857143,High,1.0
8916,50.0,Male,3.0,4.0,3.2857142857142856,High,2.0
8917,21.0,Male,2.0,7.0,3.428571428571429,High,1.0
8918,22.0,Female,2.0,2.0,2.0,Low,2.0
8919,9.0,Female,1.0,2.0,1.2857142857142856,Low,2.0
8920,26.0,Female,1.0,9.0,3.2857142857142856,High,1.0
8921,6.0,Female,2.0,6.0,3.142857142857143,High,2.0
8922,68.0,Female,3.0,3.0,3.0,High,1.0
8923,45.0,Female,1.0,10.0,3.571428571428571,High,3.0
8924,14.0,Female,1.0,7.0,2.7142857142857144,High,2.0
8925,55.0,Female,1.0,7.0,2.7142857142857144,High,1.0
8926,22.0,Female,4.0,2.0,3.428571428571429,High,3.0
8927,12.0,Female,2.0,6.0,3.142857142857143,High,3.0
8928,39.0,Female,2.0,10.0,4.285714285714286,High,2.0
8929,59.0,Female,4.0,8.0,5.142857142857142,High,2.0
8930,69.0,Male,2.0,10.0,4.285714285714286,High,3.0
8931,18.0,Female,3.0,10.0,5.0,High,1.0
8932,40.0,Female,3.0,2.0,2.7142857142857144,High,3.0
8933,56.0,Female,1.0,7.0,2.7142857142857144,High,1.0
8934,63.0,Female,1.0,4.0,1.8571428571428572,Low,3.0
8935,66.0,Male,4.0,5.0,4.285714285714286,High,2.0
8936,52.0,Male,1.0,10.0,3.571428571428571,High,3.0
8937,11.0,Male,4.0,5.0,4.285714285714286,High,3.0
8938,46.0,Female,4.0,9.0,5.428571428571429,High,1.0
8939,59.0,Male,1.0,8.0,3.0,High,3.0
8940,24.0,Female,4.0,7.0,4.857142857142858,High,2.0
8941,10.0,Female,4.0,7.0,4.857142857142858,High,2.0
8942,26.0,Female,2.0,4.0,2.571428571428571,High,2.0
8943,18.0,Female,4.0,8.0,5.142857142857142,High,3.0
8944,9.0,Female,4.0,4.0,4.0,High,2.0
8945,39.0,Male,3.0,2.0,2.7142857142857144,High,3.0
8946,23.0,Female,2.0,5.0,2.8571428571428568,High,2.0
8947,29.0,Female,4.0,4.0,4.0,High,1.0
8948,46.0,Female,4.0,7.0,4.857142857142858,High,2.0
8949,29.0,Male,4.0,8.0,5.142857142857142,High,3.0
8950,40.0,Male,2.0,5.0,2.8571428571428568,High,1.0
8951,47.0,Female,2.0,7.0,3.428571428571429,High,3.0
8952,15.0,Male,2.0,2.0,2.0,Low,2.0
8953,70.0,Male,3.0,10.0,5.0,High,1.0
8954,66.0,Female,2.0,10.0,4.285714285714286,High,1.0
8955,43.0,Female,3.0,9.0,4.7142857142857135,High,1.0
8956,63.0,Female,4.0,8.0,5.142857142857142,High,3.0
8957,22.0,Male,2.0,4.0,2.571428571428571,High,3.0
8958,40.0,Female,3.0,8.0,4.428571428571429,High,1.0
8959,56.0,Male,2.0,6.0,3.142857142857143,High,3.0
8960,40.0,Male,2.0,10.0,4.285714285714286,High,3.0
8961,57.0,Male,2.0,4.0,2.571428571428571,High,3.0
8962,46.0,Female,2.0,8.0,3.7142857142857144,High,3.0
8963,43.0,Male,3.0,10.0,5.0,High,2.0
8964,30.0,Female,4.0,7.0,4.857142857142858,High,1.0
8965,49.0,Male,1.0,6.0,2.4285714285714284,Low,1.0
8966,12.0,Male,4.0,3.0,3.7142857142857144,High,3.0
8967,31.0,Male,4.0,6.0,4.571428571428571,High,2.0
8968,36.0,Male,4.0,8.0,5.142857142857142,High,1.0
8969,51.0,Female,2.0,2.0,2.0,Low,2.0
8970,41.0,Male,2.0,10.0,4.285714285714286,High,3.0
8971,19.0,Female,3.0,5.0,3.571428571428571,High,2.0
8972,46.0,Male,4.0,2.0,3.428571428571429,High,1.0
8973,37.0,Female,2.0,9.0,4.0,High,2.0
8974,66.0,Female,4.0,7.0,4.857142857142858,High,2.0
8975,62.0,Female,3.0,5.0,3.571428571428571,High,3.0
8976,8.0,Male,3.0,7.0,4.142857142857142,High,1.0
8977,34.0,Male,2.0,6.0,3.142857142857143,High,3.0
8978,46.0,Male,4.0,9.0,5.428571428571429,High,3.0
8979,31.0,Female,2.0,5.0,2.8571428571428568,High,1.0
8980,18.0,Female,3.0,5.0,3.571428571428571,High,2.0
8981,64.0,Male,3.0,3.0,3.0,High,1.0
8982,56.0,Male,2.0,5.0,2.8571428571428568,High,2.0
8983,49.0,Male,2.0,4.0,2.571428571428571,High,2.0
8984,54.0,Male,2.0,7.0,3.428571428571429,High,1.0
8985,24.0,Female,4.0,4.0,4.0,High,3.0
8986,20.0,Male,2.0,3.0,2.2857142857142856,Low,3.0
8987,55.0,Female,1.0,2.0,1.2857142857142856,Low,3.0
8988,17.0,Male,4.0,7.0,4.857142857142858,High,1.0
8989,54.0,Male,4.0,6.0,4.571428571428571,High,3.0
8990,69.0,Male,2.0,7.0,3.428571428571429,High,2.0
8991,31.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
8992,27.0,Male,4.0,3.0,3.7142857142857144,High,3.0
8993,29.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
8994,13.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
8995,45.0,Female,2.0,9.0,4.0,High,3.0
8996,60.0,Female,2.0,10.0,4.285714285714286,High,2.0
8997,45.0,Male,3.0,4.0,3.2857142857142856,High,1.0
8998,61.0,Female,1.0,6.0,2.4285714285714284,Low,3.0
8999,25.0,Male,4.0,5.0,4.285714285714286,High,2.0
9000,8.0,Male,1.0,5.0,2.142857142857143,Low,1.0
9001,57.0,Female,1.0,3.0,1.5714285714285714,Low,2.0
9002,18.0,Male,1.0,5.0,2.142857142857143,Low,3.0
9003,40.0,Male,1.0,3.0,1.5714285714285714,Low,2.0
9004,16.0,Female,3.0,8.0,4.428571428571429,High,1.0
9005,38.0,Male,3.0,9.0,4.7142857142857135,High,1.0
9006,34.0,Male,1.0,4.0,1.8571428571428572,Low,3.0
9007,15.0,Female,2.0,8.0,3.7142857142857144,High,2.0
9008,16.0,Female,2.0,7.0,3.428571428571429,High,3.0
9009,17.0,Male,3.0,10.0,5.0,High,3.0
9010,26.0,Female,4.0,3.0,3.7142857142857144,High,1.0
9011,38.0,Male,4.0,2.0,3.428571428571429,High,3.0
9012,62.0,Female,3.0,10.0,5.0,High,1.0
9013,68.0,Male,4.0,9.0,5.428571428571429,High,3.0
9014,70.0,Male,2.0,7.0,3.428571428571429,High,1.0
9015,31.0,Female,3.0,2.0,2.7142857142857144,High,3.0
9016,43.0,Male,2.0,3.0,2.2857142857142856,Low,2.0
9017,43.0,Male,2.0,2.0,2.0,Low,2.0
9018,17.0,Male,3.0,9.0,4.7142857142857135,High,3.0
9019,15.0,Male,2.0,9.0,4.0,High,1.0
9020,63.0,Female,3.0,3.0,3.0,High,1.0
9021,59.0,Female,2.0,9.0,4.0,High,2.0
9022,35.0,Female,3.0,7.0,4.142857142857142,High,3.0
9023,27.0,Male,2.0,9.0,4.0,High,3.0
9024,27.0,Female,1.0,8.0,3.0,High,1.0
9025,7.0,Male,4.0,9.0,5.428571428571429,High,1.0
9026,28.0,Female,1.0,6.0,2.4285714285714284,Low,1.0
9027,34.0,Female,1.0,3.0,1.5714285714285714,Low,2.0
9028,46.0,Female,2.0,8.0,3.7142857142857144,High,3.0
9029,16.0,Male,4.0,2.0,3.428571428571429,High,1.0
9030,47.0,Female,3.0,2.0,2.7142857142857144,High,2.0
9031,52.0,Female,2.0,7.0,3.428571428571429,High,1.0
9032,6.0,Female,1.0,7.0,2.7142857142857144,High,1.0
9033,14.0,Male,3.0,4.0,3.2857142857142856,High,2.0
9034,39.0,Female,2.0,3.0,2.2857142857142856,Low,3.0
9035,33.0,Female,4.0,10.0,5.7142857142857135,High,2.0
9036,46.0,Female,3.0,9.0,4.7142857142857135,High,1.0
9037,54.0,Male,1.0,6.0,2.4285714285714284,Low,3.0
9038,48.0,Male,3.0,7.0,4.142857142857142,High,1.0
9039,59.0,Female,3.0,3.0,3.0,High,1.0
9040,20.0,Female,2.0,2.0,2.0,Low,1.0
9041,38.0,Male,3.0,8.0,4.428571428571429,High,1.0
9042,37.0,Female,1.0,9.0,3.2857142857142856,High,1.0
9043,46.0,Male,1.0,8.0,3.0,High,1.0
9044,63.0,Male,2.0,8.0,3.7142857142857144,High,1.0
9045,70.0,Female,2.0,2.0,2.0,Low,3.0
9046,15.0,Female,4.0,7.0,4.857142857142858,High,3.0
9047,56.0,Male,3.0,2.0,2.7142857142857144,High,2.0
9048,15.0,Male,4.0,9.0,5.428571428571429,High,2.0
9049,70.0,Male,4.0,10.0,5.7142857142857135,High,3.0
9050,29.0,Female,3.0,3.0,3.0,High,2.0
9051,59.0,Male,3.0,2.0,2.7142857142857144,High,3.0
9052,66.0,Male,3.0,3.0,3.0,High,1.0
9053,62.0,Female,3.0,10.0,5.0,High,2.0
9054,58.0,Male,2.0,5.0,2.8571428571428568,High,2.0
9055,47.0,Male,4.0,2.0,3.428571428571429,High,3.0
9056,69.0,Male,2.0,7.0,3.428571428571429,High,2.0
9057,19.0,Male,2.0,8.0,3.7142857142857144,High,2.0
9058,56.0,Female,4.0,3.0,3.7142857142857144,High,1.0
9059,66.0,Male,2.0,3.0,2.2857142857142856,Low,3.0
9060,40.0,Female,1.0,8.0,3.0,High,2.0
9061,11.0,Male,2.0,3.0,2.2857142857142856,Low,2.0
9062,31.0,Male,4.0,8.0,5.142857142857142,High,1.0
9063,10.0,Male,3.0,2.0,2.7142857142857144,High,1.0
9064,59.0,Male,3.0,4.0,3.2857142857142856,High,1.0
9065,42.0,Male,1.0,10.0,3.571428571428571,High,1.0
9066,48.0,Male,2.0,7.0,3.428571428571429,High,3.0
9067,49.0,Female,1.0,8.0,3.0,High,3.0
9068,43.0,Male,2.0,5.0,2.8571428571428568,High,3.0
9069,60.0,Female,2.0,7.0,3.428571428571429,High,2.0
9070,48.0,Female,1.0,4.0,1.8571428571428572,Low,3.0
9071,10.0,Female,4.0,10.0,5.7142857142857135,High,2.0
9072,10.0,Female,2.0,9.0,4.0,High,1.0
9073,35.0,Female,1.0,4.0,1.8571428571428572,Low,2.0
9074,64.0,Male,3.0,2.0,2.7142857142857144,High,2.0
9075,14.0,Female,2.0,7.0,3.428571428571429,High,3.0
9076,10.0,Female,2.0,2.0,2.0,Low,1.0
9077,20.0,Female,4.0,7.0,4.857142857142858,High,3.0
9078,16.0,Male,4.0,3.0,3.7142857142857144,High,2.0
9079,31.0,Male,1.0,9.0,3.2857142857142856,High,1.0
9080,57.0,Female,1.0,5.0,2.142857142857143,Low,1.0
9081,27.0,Male,4.0,7.0,4.857142857142858,High,1.0
9082,18.0,Female,2.0,7.0,3.428571428571429,High,1.0
9083,39.0,Female,4.0,4.0,4.0,High,1.0
9084,69.0,Female,3.0,5.0,3.571428571428571,High,3.0
9085,59.0,Male,1.0,8.0,3.0,High,1.0
9086,33.0,Female,4.0,10.0,5.7142857142857135,High,3.0
9087,47.0,Female,4.0,9.0,5.428571428571429,High,3.0
9088,65.0,Female,1.0,2.0,1.2857142857142856,Low,3.0
9089,24.0,Male,3.0,10.0,5.0,High,1.0
9090,61.0,Male,4.0,9.0,5.428571428571429,High,1.0
9091,35.0,Male,4.0,9.0,5.428571428571429,High,2.0
9092,61.0,Male,1.0,4.0,1.8571428571428572,Low,1.0
9093,36.0,Male,4.0,2.0,3.428571428571429,High,3.0
9094,32.0,Female,1.0,7.0,2.7142857142857144,High,2.0
9095,30.0,Male,1.0,10.0,3.571428571428571,High,1.0
9096,36.0,Female,3.0,5.0,3.571428571428571,High,1.0
9097,45.0,Female,3.0,5.0,3.571428571428571,High,3.0
9098,22.0,Male,2.0,2.0,2.0,Low,3.0
9099,42.0,Male,2.0,2.0,2.0,Low,1.0
9100,34.0,Male,3.0,8.0,4.428571428571429,High,3.0
9101,43.0,Male,3.0,4.0,3.2857142857142856,High,1.0
9102,48.0,Female,3.0,10.0,5.0,High,2.0
9103,64.0,Female,3.0,5.0,3.571428571428571,High,2.0
9104,10.0,Female,4.0,7.0,4.857142857142858,High,2.0
9105,26.0,Female,1.0,10.0,3.571428571428571,High,3.0
9106,60.0,Male,4.0,7.0,4.857142857142858,High,2.0
9107,20.0,Male,4.0,10.0,5.7142857142857135,High,1.0
9108,16.0,Male,3.0,9.0,4.7142857142857135,High,3.0
9109,8.0,Male,2.0,6.0,3.142857142857143,High,3.0
9110,21.0,Male,3.0,3.0,3.0,High,2.0
9111,60.0,Female,3.0,8.0,4.428571428571429,High,2.0
9112,64.0,Male,2.0,2.0,2.0,Low,3.0
9113,61.0,Male,3.0,8.0,4.428571428571429,High,3.0
9114,9.0,Male,2.0,6.0,3.142857142857143,High,2.0
9115,56.0,Female,4.0,10.0,5.7142857142857135,High,1.0
9116,68.0,Female,2.0,5.0,2.8571428571428568,High,1.0
9117,68.0,Female,4.0,4.0,4.0,High,2.0
9118,36.0,Male,3.0,6.0,3.8571428571428568,High,1.0
9119,69.0,Male,2.0,9.0,4.0,High,3.0
9120,24.0,Female,4.0,4.0,4.0,High,2.0
9121,56.0,Female,4.0,6.0,4.571428571428571,High,3.0
9122,16.0,Male,3.0,7.0,4.142857142857142,High,3.0
9123,17.0,Male,4.0,9.0,5.428571428571429,High,3.0
9124,9.0,Male,4.0,8.0,5.142857142857142,High,1.0
9125,23.0,Female,3.0,5.0,3.571428571428571,High,1.0
9126,52.0,Female,2.0,7.0,3.428571428571429,High,3.0
9127,32.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
9128,52.0,Female,3.0,9.0,4.7142857142857135,High,1.0
9129,52.0,Female,4.0,9.0,5.428571428571429,High,3.0
9130,15.0,Female,1.0,3.0,1.5714285714285714,Low,1.0
9131,60.0,Male,3.0,2.0,2.7142857142857144,High,2.0
9132,28.0,Female,2.0,3.0,2.2857142857142856,Low,3.0
9133,12.0,Male,3.0,5.0,3.571428571428571,High,1.0
9134,23.0,Male,4.0,5.0,4.285714285714286,High,1.0
9135,65.0,Female,4.0,9.0,5.428571428571429,High,3.0
9136,65.0,Male,1.0,8.0,3.0,High,3.0
9137,16.0,Male,1.0,5.0,2.142857142857143,Low,2.0
9138,13.0,Male,2.0,5.0,2.8571428571428568,High,2.0
9139,49.0,Female,4.0,6.0,4.571428571428571,High,2.0
9140,45.0,Male,3.0,10.0,5.0,High,1.0
9141,51.0,Male,3.0,7.0,4.142857142857142,High,2.0
9142,43.0,Male,2.0,9.0,4.0,High,2.0
9143,27.0,Male,3.0,5.0,3.571428571428571,High,2.0
9144,11.0,Male,2.0,9.0,4.0,High,3.0
9145,42.0,Male,4.0,6.0,4.571428571428571,High,3.0
9146,54.0,Female,1.0,7.0,2.7142857142857144,High,2.0
9147,33.0,Male,2.0,9.0,4.0,High,2.0
9148,62.0,Female,3.0,8.0,4.428571428571429,High,2.0
9149,21.0,Female,2.0,4.0,2.571428571428571,High,2.0
9150,55.0,Male,2.0,6.0,3.142857142857143,High,2.0
9151,13.0,Male,3.0,8.0,4.428571428571429,High,1.0
9152,60.0,Female,2.0,4.0,2.571428571428571,High,1.0
9153,38.0,Female,2.0,8.0,3.7142857142857144,High,3.0
9154,25.0,Female,2.0,6.0,3.142857142857143,High,3.0
9155,16.0,Female,4.0,3.0,3.7142857142857144,High,3.0
9156,69.0,Female,3.0,4.0,3.2857142857142856,High,2.0
9157,26.0,Male,3.0,10.0,5.0,High,1.0
9158,70.0,Male,4.0,2.0,3.428571428571429,High,1.0
9159,68.0,Female,2.0,10.0,4.285714285714286,High,1.0
9160,65.0,Female,3.0,7.0,4.142857142857142,High,3.0
9161,32.0,Male,4.0,10.0,5.7142857142857135,High,3.0
9162,66.0,Male,4.0,7.0,4.857142857142858,High,2.0
9163,62.0,Male,4.0,8.0,5.142857142857142,High,3.0
9164,45.0,Female,1.0,7.0,2.7142857142857144,High,3.0
9165,12.0,Male,2.0,6.0,3.142857142857143,High,3.0
9166,34.0,Male,4.0,10.0,5.7142857142857135,High,1.0
9167,28.0,Male,4.0,4.0,4.0,High,2.0
9168,42.0,Male,2.0,4.0,2.571428571428571,High,1.0
9169,45.0,Female,3.0,2.0,2.7142857142857144,High,2.0
9170,53.0,Male,3.0,3.0,3.0,High,2.0
9171,64.0,Female,4.0,2.0,3.428571428571429,High,3.0
9172,6.0,Male,4.0,4.0,4.0,High,2.0
9173,41.0,Female,3.0,6.0,3.8571428571428568,High,2.0
9174,50.0,Female,1.0,4.0,1.8571428571428572,Low,2.0
9175,52.0,Male,4.0,10.0,5.7142857142857135,High,1.0
9176,49.0,Female,4.0,3.0,3.7142857142857144,High,2.0
9177,46.0,Male,1.0,10.0,3.571428571428571,High,1.0
9178,38.0,Male,2.0,10.0,4.285714285714286,High,2.0
9179,24.0,Female,2.0,4.0,2.571428571428571,High,1.0
9180,23.0,Male,4.0,2.0,3.428571428571429,High,2.0
9181,30.0,Male,3.0,10.0,5.0,High,2.0
9182,50.0,Male,3.0,7.0,4.142857142857142,High,2.0
9183,20.0,Male,4.0,9.0,5.428571428571429,High,2.0
9184,33.0,Female,4.0,2.0,3.428571428571429,High,3.0
9185,40.0,Male,3.0,3.0,3.0,High,1.0
9186,16.0,Female,3.0,8.0,4.428571428571429,High,2.0
9187,38.0,Male,1.0,4.0,1.8571428571428572,Low,2.0
9188,27.0,Male,1.0,2.0,1.2857142857142856,Low,2.0
9189,68.0,Female,2.0,5.0,2.8571428571428568,High,2.0
9190,27.0,Male,4.0,9.0,5.428571428571429,High,3.0
9191,35.0,Female,2.0,10.0,4.285714285714286,High,1.0
9192,19.0,Male,2.0,9.0,4.0,High,1.0
9193,53.0,Female,3.0,7.0,4.142857142857142,High,3.0
9194,40.0,Male,2.0,9.0,4.0,High,3.0
9195,20.0,Male,3.0,9.0,4.7142857142857135,High,1.0
9196,68.0,Male,2.0,5.0,2.8571428571428568,High,2.0
9197,22.0,Female,1.0,7.0,2.7142857142857144,High,1.0
9198,67.0,Female,2.0,10.0,4.285714285714286,High,1.0
9199,66.0,Male,1.0,4.0,1.8571428571428572,Low,2.0
9200,8.0,Male,1.0,2.0,1.2857142857142856,Low,3.0
9201,58.0,Female,4.0,4.0,4.0,High,1.0
9202,70.0,Female,1.0,8.0,3.0,High,3.0
9203,7.0,Male,4.0,9.0,5.428571428571429,High,2.0
9204,67.0,Female,3.0,8.0,4.428571428571429,High,2.0
9205,20.0,Male,3.0,2.0,2.7142857142857144,High,1.0
9206,57.0,Male,2.0,8.0,3.7142857142857144,High,1.0
9207,63.0,Female,2.0,5.0,2.8571428571428568,High,3.0
9208,58.0,Male,2.0,5.0,2.8571428571428568,High,1.0
9209,66.0,Male,4.0,3.0,3.7142857142857144,High,3.0
9210,60.0,Male,3.0,7.0,4.142857142857142,High,3.0
9211,44.0,Female,1.0,4.0,1.8571428571428572,Low,3.0
9212,41.0,Female,4.0,3.0,3.7142857142857144,High,2.0
9213,65.0,Male,3.0,6.0,3.8571428571428568,High,1.0
9214,15.0,Male,1.0,7.0,2.7142857142857144,High,2.0
9215,16.0,Female,3.0,6.0,3.8571428571428568,High,2.0
9216,17.0,Male,2.0,10.0,4.285714285714286,High,2.0
9217,68.0,Male,3.0,8.0,4.428571428571429,High,3.0
9218,20.0,Female,4.0,9.0,5.428571428571429,High,2.0
9219,42.0,Female,3.0,2.0,2.7142857142857144,High,1.0
9220,19.0,Female,2.0,5.0,2.8571428571428568,High,1.0
9221,55.0,Female,2.0,8.0,3.7142857142857144,High,2.0
9222,56.0,Male,3.0,3.0,3.0,High,3.0
9223,27.0,Male,1.0,5.0,2.142857142857143,Low,2.0
9224,50.0,Male,1.0,3.0,1.5714285714285714,Low,1.0
9225,67.0,Male,2.0,2.0,2.0,Low,3.0
9226,55.0,Female,3.0,9.0,4.7142857142857135,High,2.0
9227,15.0,Female,4.0,7.0,4.857142857142858,High,1.0
